"pollution_id","city_id","date_time","local_time","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
1,1,"2024-09-05 00:15:00","2024-09-05 08:15:00",2,387.19,NaN,33.24,23.96,28.13,NaN,26.45,2.25
2,2,"2024-09-05 00:15:00","2024-09-05 04:45:00",5,2429.96,NaN,45.24,0.08,19.79,173.9,193.76,5.45
3,3,"2024-09-05 00:15:00","2024-09-05 07:15:00",5,3631.59,NaN,76.77,3.26,564.58,109.32,139.81,1.79
4,4,"2024-09-05 00:15:00","2024-09-05 05:15:00",1,417.23,NaN,8.65,11.44,1.59,9.22,16.58,7.98
5,5,"2024-09-05 00:15:00","2024-09-04 20:15:00",5,1615.52,NaN,102.82,14.13,30.04,76.42,106.42,14.06
6,6,"2024-09-05 00:15:00","2024-09-05 02:15:00",1,273.71,0,14.05,51.5,9.66,8.22,14.78,33.95
7,7,"2024-09-05 00:15:00","2024-09-04 17:15:00",1,373.84,NaN,19.19,48.64,8.58,3.68,5.42,1.71
8,8,"2024-09-05 00:16:00","2024-09-05 07:16:00",2,467.3,NaN,33.24,13.05,30.99,13.53,20.14,6.14
9,9,"2024-09-05 00:16:00","2024-09-05 04:46:00",1,270.37,NaN,5.48,33.26,7.51,5.83,8.32,0.98
10,10,"2024-09-05 00:16:00","2024-09-05 08:16:00",3,614.17,NaN,59.63,12.16,40.53,NaN,51.9,1.38
11,11,"2024-09-05 00:16:00","2024-09-05 07:16:00",5,700.95,NaN,31.53,68.67,39.58,82.62,92.52,6.52
12,12,"2024-09-05 00:16:00","2024-09-05 04:16:00",2,277.04,0,3.26,33.62,2.5,13.82,31.28,1.52
13,13,"2024-09-05 00:16:00","2024-09-05 00:16:00",3,1241.68,NaN,14.57,12.88,7.57,37.4,62.3,14.19
14,14,"2024-09-05 00:16:00","2024-09-04 20:16:00",2,741.01,NaN,61.01,10.37,12.04,7.04,10.49,3.26
15,15,"2024-09-05 00:16:00","2024-09-05 04:46:00",4,1121.52,NaN,26.39,0.22,27.66,56.86,80.64,9.63
16,16,"2024-09-05 00:16:00","2024-09-05 07:16:00",1,297.07,NaN,2.08,47.92,0.9,1.82,3.59,0.1
17,17,"2024-09-05 00:16:00","2024-09-05 07:16:00",5,2029.42,NaN,33.24,0.62,52.93,183.3,237.31,9.5
18,18,"2024-09-05 00:16:00","2024-09-05 07:16:00",5,727.65,NaN,47.98,12.34,33.38,94.2,101.7,2.47
19,19,"2024-09-05 00:16:00","2024-09-05 04:16:00",5,3150.94,NaN,49.35,0.06,6.86,157.63,168.74,5.89
20,20,"2024-09-05 00:16:00","2024-09-05 04:46:00",1,NaN,0,2.64,25.03,0.42,0.99,1.85,1.71
21,21,"2024-09-05 00:16:00","2024-09-04 20:16:00",2,540.73,0,20.05,65.8,8.7,15.41,34.48,3.9
22,22,"2024-09-05 00:17:00","2024-09-05 07:17:00",5,1642.23,NaN,76.08,5.1,139.24,204.57,243.35,NaN
23,23,"2024-09-05 00:17:00","2024-09-05 04:47:00",2,534.06,NaN,17.82,6.08,7.99,11.09,16.91,6.21
24,24,"2024-09-05 00:17:00","2024-09-04 18:17:00",2,947.95,NaN,51.41,11.62,2.3,13.06,18.48,5.26
25,25,"2024-09-05 00:17:00","2024-09-05 06:17:00",5,19866.94,NaN,153.54,0.29,123.98,742.14,954.89,133.75
26,26,"2024-09-05 00:17:00","2024-09-04 18:17:00",2,413.9,0,25.02,50.07,8.7,16.55,37.89,7.54
27,27,"2024-09-05 00:17:00","2024-09-05 01:17:00",2,277.04,0,7.11,65.09,1.09,6.6,8.24,1.84
28,28,"2024-09-05 00:17:00","2024-09-05 06:17:00",3,921.25,NaN,14.91,0.34,20.98,NaN,56.21,12.29
29,29,"2024-09-05 00:17:00","2024-09-05 04:47:00",1,313.76,NaN,7.28,18.95,5.01,3.34,5.34,2.41
30,30,"2024-09-05 00:17:00","2024-09-05 08:17:00",3,881.2,NaN,78.83,8.32,32.9,44.6,56.61,2.12
31,31,"2024-09-05 00:17:00","2024-09-05 07:17:00",3,567.44,NaN,40.1,9.92,88.69,48.9,66.36,1.35
32,32,"2024-09-05 00:17:00","2024-09-05 07:17:00",5,821.11,NaN,58.95,19.31,31.47,75.9,91.51,8.04
33,33,"2024-09-05 00:17:00","2024-09-05 00:17:00",1,267.03,0,9.34,57.22,3.93,3.97,4.54,0.52
34,34,"2024-09-05 00:17:00","2024-09-05 00:17:00",2,453.95,0,5.4,49.35,3.99,10.87,24.3,3.29
35,35,"2024-09-05 00:18:00","2024-09-05 02:48:00",5,1976.01,NaN,257.73,NaN,148.77,25.79,55.4,9.5
36,36,"2024-09-05 00:18:00","2024-09-05 06:18:00",1,473.98,NaN,10.97,11.62,5.19,8.47,12.66,4.88
37,37,"2024-09-05 00:18:00","2024-09-05 08:18:00",2,387.19,NaN,31.53,15.74,17.41,21.98,26.29,3.83
38,38,"2024-09-05 00:18:00","2024-09-05 07:18:00",5,1815.8,NaN,56.89,1.86,93.46,156.16,201.88,11.91
39,39,"2024-09-05 00:18:00","2024-09-05 07:18:00",5,6301.88,NaN,108.3,0.07,125.89,166.86,202.74,23.31
40,40,"2024-09-05 00:18:00","2024-09-05 07:18:00",3,667.57,NaN,39.76,13.23,52.93,44.41,68.95,5.83
41,41,"2024-09-05 00:18:00","2024-09-05 07:18:00",5,647.54,NaN,22.62,29.33,26.94,105.23,123.73,5.89
42,42,"2024-09-05 00:18:00","2024-09-05 04:48:00",3,534.06,NaN,32.22,0.26,75.34,26.75,29.49,0.67
43,43,"2024-09-05 00:18:00","2024-09-05 02:18:00",2,403.88,0,3.51,46.49,2.21,7.3,23.55,4.69
44,44,"2024-09-05 00:18:00","2024-09-05 02:18:00",2,267.03,0,10.03,80.11,20.27,12.22,46.43,0.81
45,45,"2024-09-05 00:18:00","2024-09-05 07:18:00",3,393.87,NaN,9.51,43.63,5.07,30.55,31.69,2.66
46,46,"2024-09-05 00:18:00","2024-09-05 02:18:00",3,201.94,0,9.94,92.98,19.55,17.33,64.22,0.75
47,47,"2024-09-05 00:18:00","2024-09-05 07:18:00",5,1695.63,NaN,84.31,2.01,207.9,194.17,229.35,NaN
48,48,"2024-09-05 00:18:00","2024-09-05 07:18:00",5,1201.63,NaN,26.05,0.6,23.13,101.06,135.52,9.75
49,49,"2024-09-05 00:18:00","2024-09-05 07:18:00",5,1068.12,NaN,21.25,2.48,15.97,99.09,133.08,4.18
50,50,"2024-09-05 00:19:00","2024-09-05 04:49:00",1,260.35,NaN,5.23,25.75,4.47,3.37,4.57,1.52
51,1,"2024-09-05 03:15:00","2024-09-05 11:15:00",4,290.39,NaN,27.76,165.94,30.52,19.93,24.87,1.47
52,2,"2024-09-05 03:15:00","2024-09-05 07:45:00",4,1535.42,NaN,40.44,3.53,29.8,73.58,105.77,10.39
53,3,"2024-09-05 03:15:00","2024-09-05 10:15:00",5,2056.12,76,82.94,13.23,354.77,52.48,67.81,0.81
54,4,"2024-09-05 03:15:00","2024-09-05 08:15:00",3,1001.36,NaN,20.39,4.78,5.48,28.14,44.57,8.36
55,5,"2024-09-05 03:15:00","2024-09-04 23:15:00",5,1108.17,0,41.13,62.94,12.88,91.15,119.18,6.84
56,6,"2024-09-05 03:15:00","2024-09-05 05:15:00",2,280.38,0,17.14,32.54,10.25,11.73,20.56,33.95
57,7,"2024-09-05 03:15:00","2024-09-04 20:15:00",1,317.1,NaN,16.97,18.77,15.97,4.16,6.98,1.12
58,8,"2024-09-05 03:16:00","2024-09-05 10:16:00",2,447.27,NaN,28.45,39.34,38.15,11.19,18.47,7.79
59,9,"2024-09-05 03:16:00","2024-09-05 07:46:00",2,507.36,NaN,14.91,23.6,14.66,14.52,23.24,5.7
60,10,"2024-09-05 03:16:00","2024-09-05 11:16:00",5,290.39,NaN,11.31,205.99,12.04,25.82,27.92,NaN
61,11,"2024-09-05 03:16:00","2024-09-05 10:16:00",5,727.65,NaN,17.31,151.63,40.53,108.68,119.65,6.4
62,12,"2024-09-05 03:16:00","2024-09-05 07:16:00",2,367.17,NaN,8.4,31.11,2.68,17.42,36.74,1.95
63,13,"2024-09-05 03:16:00","2024-09-05 03:16:00",3,1268.39,NaN,12.34,11.8,7.99,42.6,68.43,15.33
64,14,"2024-09-05 03:16:00","2024-09-04 23:16:00",2,433.92,NaN,42.84,19.13,14.19,3.66,6.87,4.62
65,15,"2024-09-05 03:16:00","2024-09-05 07:46:00",5,2883.91,NaN,34.62,1.36,68.67,164.56,214.84,19.76
66,16,"2024-09-05 03:16:00","2024-09-05 10:16:00",1,260.35,NaN,1.82,40.41,0.75,1.51,2.92,0.08
67,17,"2024-09-05 03:16:00","2024-09-05 10:16:00",5,867.84,NaN,52.09,105.86,68.67,NaN,109.42,0.14
68,18,"2024-09-05 03:16:00","2024-09-05 10:16:00",2,433.92,NaN,23.31,32.9,35.29,19.47,27.17,3.96
69,19,"2024-09-05 03:16:00","2024-09-05 07:16:00",5,2696.99,NaN,44.55,1.07,10.49,138.98,156.24,10.89
70,20,"2024-09-05 03:16:00","2024-09-05 07:46:00",1,267.03,NaN,4.37,23.96,0.58,1.22,2.47,NaN
71,21,"2024-09-05 03:16:00","2024-09-04 23:16:00",2,587.46,NaN,29.82,27.54,7.09,15.72,39.83,2.69
72,22,"2024-09-05 03:17:00","2024-09-05 10:17:00",3,520.71,NaN,37.01,63.66,58.17,35.93,44.01,0.49
73,23,"2024-09-05 03:17:00","2024-09-05 07:47:00",1,433.92,NaN,11.14,18.6,7.63,6.3,13.22,7.22
74,24,"2024-09-05 03:17:00","2024-09-04 21:17:00",2,1201.63,NaN,45.93,0.04,3.07,19.29,27.21,4.5
75,25,"2024-09-05 03:17:00","2024-09-05 09:17:00",5,3631.59,NaN,93.22,63.66,57.7,104.68,140.68,22.29
76,26,"2024-09-05 03:17:00","2024-09-04 21:17:00",2,317.1,0,10.03,64.37,6.68,14.79,31.97,3.23
77,27,"2024-09-05 03:17:00","2024-09-05 04:17:00",1,283.72,0,8.57,47.92,1.01,7.1,8.84,1.47
78,28,"2024-09-05 03:17:00","2024-09-05 09:17:00",3,1108.17,NaN,29.47,30.04,26.94,23.6,66.99,17.73
79,29,"2024-09-05 03:17:00","2024-09-05 07:47:00",1,370.5,NaN,9.34,17.52,5.25,4.71,8.53,3.29
80,30,"2024-09-05 03:17:00","2024-09-05 11:17:00",2,383.85,NaN,39.07,55.08,25.03,12.36,17.94,1.24
81,31,"2024-09-05 03:17:00","2024-09-05 10:17:00",4,574.11,NaN,43.18,45.06,91.55,50.65,67.74,0.86
82,32,"2024-09-05 03:17:00","2024-09-05 10:17:00",5,974.66,NaN,46.61,45.78,35.29,76.08,97.51,13.93
83,33,"2024-09-05 03:17:00","2024-09-05 03:17:00",2,257.02,0,5.91,61.51,3.22,3.86,4.61,0.38
84,34,"2024-09-05 03:17:00","2024-09-05 03:17:00",2,433.92,0,3.21,52.21,3.7,10.18,23.5,3.29
85,35,"2024-09-05 03:17:00","2024-09-05 05:47:00",5,3257.75,NaN,246.76,0.18,177.38,42.93,75.28,11.53
86,36,"2024-09-05 03:18:00","2024-09-05 09:18:00",1,417.23,NaN,7.54,28.61,3.64,6.19,9.36,5.13
87,37,"2024-09-05 03:18:00","2024-09-05 11:18:00",5,263.69,NaN,8.57,188.83,9.89,24.26,28.27,0.13
88,38,"2024-09-05 03:18:00","2024-09-05 10:18:00",5,1014.71,NaN,66.49,62.94,106.81,113.16,143.65,5.64
89,39,"2024-09-05 03:18:00","2024-09-05 10:18:00",5,13137.82,NaN,138.46,0.81,109.67,233.61,267.62,13.05
90,40,"2024-09-05 03:18:00","2024-09-05 10:18:00",3,687.6,NaN,50.72,81.54,72.48,48.38,66.72,2.28
91,41,"2024-09-05 03:18:00","2024-09-05 10:18:00",5,747.68,NaN,20.91,125.89,40.53,151.52,172.74,4.94
92,42,"2024-09-05 03:18:00","2024-09-05 07:48:00",3,694.28,NaN,35.99,1.48,113.49,34.49,38.38,1.27
93,43,"2024-09-05 03:18:00","2024-09-05 05:18:00",2,547.41,0,6.68,44.35,3.4,10.7,25.92,7.28
94,44,"2024-09-05 03:18:00","2024-09-05 05:18:00",2,347.14,0,20.05,57.22,16.93,12.92,45.21,1.03
95,45,"2024-09-05 03:18:00","2024-09-05 10:18:00",2,290.39,NaN,6.26,61.51,6.5,7.83,9.53,3.77
96,46,"2024-09-05 03:18:00","2024-09-05 05:18:00",3,201.94,0,9.51,94.41,22.17,19.27,77.27,0.73
97,47,"2024-09-05 03:18:00","2024-09-05 10:18:00",3,620.84,NaN,71.97,21.82,109.67,43.46,50.48,0.04
98,48,"2024-09-05 03:18:00","2024-09-05 10:18:00",5,807.76,NaN,41.13,113.01,61.04,112.33,130.26,NaN
99,49,"2024-09-05 03:19:00","2024-09-05 10:19:00",3,380.52,NaN,5.23,107.29,8.94,23.78,29.93,1.65
100,50,"2024-09-05 03:19:00","2024-09-05 07:49:00",1,310.42,NaN,6.08,21.64,4.41,3.97,6.15,1.81
101,1,"2024-09-05 06:15:00","2024-09-05 14:15:00",5,277.04,NaN,31.53,208.86,39.58,28.97,33.63,0.99
102,2,"2024-09-05 06:15:00","2024-09-05 10:45:00",5,1655.58,NaN,66.49,31.11,78.2,85.5,114.46,10.77
103,3,"2024-09-05 06:15:00","2024-09-05 13:15:00",4,1588.82,NaN,84.31,19.13,286.1,38.87,52.16,0.84
104,4,"2024-09-05 06:15:00","2024-09-05 11:15:00",2,500.68,NaN,30.5,14.48,10.49,12.04,15.95,3.8
105,5,"2024-09-05 06:15:00","2024-09-05 02:15:00",4,821.11,0,21.25,44.35,6.32,73.18,95.72,4.69
106,6,"2024-09-05 06:15:00","2024-09-05 08:15:00",2,317.1,NaN,19.71,25.03,17.64,17.83,29.28,30.91
107,7,"2024-09-05 06:15:00","2024-09-04 23:15:00",2,343.8,NaN,19.88,8.4,20.98,8.28,10.81,0.63
108,8,"2024-09-05 06:16:00","2024-09-05 13:16:00",2,447.27,NaN,33.93,70.81,42.92,14.26,21.13,6.21
109,9,"2024-09-05 06:16:00","2024-09-05 10:46:00",2,397.21,NaN,10.63,33.98,15.26,11.48,19.5,3.86
110,10,"2024-09-05 06:16:00","2024-09-05 14:16:00",5,263.69,NaN,7.03,197.41,8.58,21.3,24.4,NaN
111,11,"2024-09-05 06:16:00","2024-09-05 13:16:00",5,453.95,NaN,NaN,194.55,25.51,76.09,83.55,7.41
112,12,"2024-09-05 06:16:00","2024-09-05 10:16:00",2,313.76,NaN,3.73,43.63,2.21,14.11,29.83,1.31
113,13,"2024-09-05 06:16:00","2024-09-05 06:16:00",5,2937.32,NaN,23.31,0.43,16.45,135.75,185.44,36.48
114,14,"2024-09-05 06:16:00","2024-09-05 02:16:00",1,350.48,NaN,37.7,16.63,17.64,2.66,5.97,5.19
115,15,"2024-09-05 06:16:00","2024-09-05 10:46:00",2,667.57,NaN,34.96,17.7,45.3,23.73,31.37,7.79
116,16,"2024-09-05 06:16:00","2024-09-05 13:16:00",1,270.37,NaN,1.54,45.06,0.72,1.74,3.02,0.07
117,17,"2024-09-05 06:16:00","2024-09-05 13:16:00",2,360.49,NaN,17.14,94.41,21.22,14.92,19.77,1.25
118,18,"2024-09-05 06:16:00","2024-09-05 13:16:00",2,353.81,NaN,20.22,77.96,29.56,16.29,22.33,4.24
119,19,"2024-09-05 06:16:00","2024-09-05 10:16:00",5,2029.42,NaN,60.32,120.16,43.39,103.29,113.46,9.25
120,20,"2024-09-05 06:16:00","2024-09-05 10:46:00",1,243.66,NaN,1.97,35.05,0.48,1.03,1.76,1.74
121,21,"2024-09-05 06:16:00","2024-09-05 02:16:00",2,634.19,NaN,29.82,5.45,7.87,24.18,47.07,3.14
122,22,"2024-09-05 06:17:00","2024-09-05 13:17:00",3,600.82,NaN,56.89,3.26,84.88,26.57,32.44,0.88
123,23,"2024-09-05 06:17:00","2024-09-05 10:47:00",2,303.75,NaN,3.86,72.24,3.93,4.97,8.66,2.95
124,24,"2024-09-05 06:17:00","2024-09-05 00:17:00",2,961.3,NaN,27.76,0.06,1.27,15.07,19.14,1.87
125,25,"2024-09-05 06:17:00","2024-09-05 12:17:00",5,2403.26,NaN,62.38,280.38,61.99,158.29,185.82,10.26
126,26,"2024-09-05 06:17:00","2024-09-05 00:17:00",2,280.38,0,5.01,70.1,5.07,13.35,27.42,1.27
127,27,"2024-09-05 06:17:00","2024-09-05 07:17:00",1,373.84,NaN,24.68,19.13,2.03,9.83,12.08,1.77
128,28,"2024-09-05 06:17:00","2024-09-05 12:17:00",2,600.82,NaN,18.34,71.53,13.95,15.5,31.48,9.37
129,29,"2024-09-05 06:17:00","2024-09-05 10:47:00",1,327.11,NaN,5.57,35.05,4.53,3.44,5.17,2.63
130,30,"2024-09-05 06:17:00","2024-09-05 14:17:00",2,360.49,NaN,35.64,65.09,14.07,8.15,10.31,0.84
131,31,"2024-09-05 06:17:00","2024-09-05 13:17:00",4,NaN,NaN,23.31,160.22,53.88,73.54,84.8,NaN
132,32,"2024-09-05 06:17:00","2024-09-05 13:17:00",5,520.71,NaN,9.94,200.27,26.7,63.06,68.83,5.07
133,33,"2024-09-05 06:17:00","2024-09-05 06:17:00",1,260.35,0,9.68,54.36,3.99,3.43,4.22,0.38
134,34,"2024-09-05 06:17:00","2024-09-05 06:17:00",3,907.9,NaN,18.85,30.4,9.06,35.01,63.72,10.89
135,35,"2024-09-05 06:18:00","2024-09-05 08:48:00",5,7690.43,NaN,394.82,13.05,267.03,80.19,117.84,7.92
136,36,"2024-09-05 06:18:00","2024-09-05 12:18:00",1,343.8,NaN,5.23,32.9,2.18,3.46,4.72,2.79
137,37,"2024-09-05 06:18:00","2024-09-05 14:18:00",5,293.73,NaN,15.42,228.88,10.37,29.33,NaN,0.13
138,38,"2024-09-05 06:18:00","2024-09-05 13:18:00",5,547.41,NaN,10.63,191.69,21.7,80.35,86.67,NaN
139,39,"2024-09-05 06:18:00","2024-09-05 13:18:00",3,1228.33,NaN,51.41,62.23,20.74,25.67,30.1,2.15
140,40,"2024-09-05 06:18:00","2024-09-05 13:18:00",5,367.17,NaN,12.17,220.3,30.99,61.22,72.59,0.16
141,41,"2024-09-05 06:18:00","2024-09-05 13:18:00",5,580.79,NaN,7.88,223.16,27.9,117.2,127.41,NaN
142,42,"2024-09-05 06:18:00","2024-09-05 10:48:00",3,567.44,NaN,33.59,1.07,103.95,24.59,27.34,0.77
143,43,"2024-09-05 06:18:00","2024-09-05 08:18:00",2,781.06,NaN,8.82,57.22,5.25,19.67,40.1,12.29
144,44,"2024-09-05 06:18:00","2024-09-05 08:18:00",2,1028.06,NaN,61.01,29.68,28.13,14.4,48.58,1.28
145,45,"2024-09-05 06:18:00","2024-09-05 13:18:00",3,297.07,NaN,3.47,104.43,7.27,10.97,12.57,3.77
146,46,"2024-09-05 06:18:00","2024-09-05 08:18:00",4,280.38,NaN,30.85,87.26,42.92,27.67,125.59,1.24
147,47,"2024-09-05 06:18:00","2024-09-05 13:18:00",3,567.44,NaN,68.55,3.71,99.18,27.37,31.72,0.28
148,48,"2024-09-05 06:18:00","2024-09-05 13:18:00",3,387.19,NaN,11.82,121.59,18.12,23.18,27.33,0.97
149,49,"2024-09-05 06:18:00","2024-09-05 13:18:00",2,277.04,NaN,5.66,68.67,4.35,5.56,7.32,1.14
150,50,"2024-09-05 06:19:00","2024-09-05 10:49:00",1,270.37,NaN,2.53,40.77,3.46,NaN,4.74,1.44
151,1,"2024-09-05 09:15:00","2024-09-05 17:15:00",3,363.83,NaN,119.27,41.13,63.9,21.98,27.08,1.47
152,2,"2024-09-05 09:15:00","2024-09-05 13:45:00",5,2082.82,NaN,139.83,5.81,160.22,155.53,178.43,0.67
153,3,"2024-09-05 09:15:00","2024-09-05 16:15:00",4,1562.12,NaN,82.25,9.92,278.47,36.94,52.45,1.43
154,4,"2024-09-05 09:15:00","2024-09-05 14:15:00",2,440.6,NaN,22.28,50.07,8.58,12.68,16.39,4.05
155,5,"2024-09-05 09:15:00","2024-09-05 05:15:00",4,640.87,0,15.42,45.78,5.48,51.47,65.69,5.07
156,6,"2024-09-05 09:15:00","2024-09-05 11:15:00",3,270.37,NaN,3.77,118.73,14.78,10.89,16.46,6.65
157,7,"2024-09-05 09:16:00","2024-09-05 02:16:00",2,333.79,NaN,15.08,7.69,20.27,10.85,12.78,0.42
158,8,"2024-09-05 09:16:00","2024-09-05 16:16:00",3,534.06,NaN,71.97,50.07,82.02,18.61,28.29,6.78
159,9,"2024-09-05 09:16:00","2024-09-05 13:46:00",1,307.08,NaN,6.68,38.98,10.13,8.44,13.98,1.82
160,10,"2024-09-05 09:16:00","2024-09-05 17:16:00",3,253.68,NaN,15.25,130.18,9.18,10.94,15.07,0.23
161,11,"2024-09-05 09:16:00","2024-09-05 16:16:00",4,423.91,NaN,15.59,174.52,26.23,62.15,68.32,5.57
162,12,"2024-09-05 09:16:00","2024-09-05 13:16:00",2,330.45,NaN,3.81,49.35,2.47,12.04,43.49,1.28
163,13,"2024-09-05 09:16:00","2024-09-05 09:16:00",5,3044.13,NaN,31.87,59.37,16.45,138.01,182.34,44.08
164,14,"2024-09-05 09:16:00","2024-09-05 05:16:00",2,343.8,NaN,44.55,9.92,20.5,3.01,7.33,4.37
165,15,"2024-09-05 09:16:00","2024-09-05 13:46:00",2,534.06,NaN,28.45,18.42,44.35,18.72,25.16,7.22
166,16,"2024-09-05 09:16:00","2024-09-05 16:16:00",1,290.39,NaN,1.65,48.64,0.71,NaN,3.17,0.08
167,17,"2024-09-05 09:16:00","2024-09-05 16:16:00",2,540.73,NaN,69.23,16.81,54.84,17.92,26.79,3.07
168,18,"2024-09-05 09:16:00","2024-09-05 16:16:00",2,433.92,NaN,39.07,70.1,48.64,18.36,24.61,4.88
169,19,"2024-09-05 09:16:00","2024-09-05 13:16:00",5,1028.06,NaN,12.68,257.49,25.27,94.76,99.69,3.52
170,20,"2024-09-05 09:16:00","2024-09-05 13:46:00",1,236.99,NaN,2.51,33.98,0.38,0.7,1.21,1.33
171,21,"2024-09-05 09:17:00","2024-09-05 05:17:00",3,674.25,NaN,26.73,0.07,12.64,33.76,58.86,5.19
172,22,"2024-09-05 09:17:00","2024-09-05 16:17:00",3,607.49,NaN,63.75,1.68,81.06,24.97,32.29,1.08
173,23,"2024-09-05 09:17:00","2024-09-05 13:47:00",1,307.08,NaN,8.31,38.98,4.95,2.38,6.73,2.53
174,24,"2024-09-05 09:17:00","2024-09-05 03:17:00",2,660.9,NaN,12.34,0.11,0.8,11.09,13.07,1.84
175,25,"2024-09-05 09:17:00","2024-09-05 15:17:00",5,2349.85,NaN,71.29,268.94,65.8,172.46,194.52,6.78
176,26,"2024-09-05 09:17:00","2024-09-05 03:17:00",2,243.66,0,1.99,77.25,2.38,10.54,23.39,1.57
177,27,"2024-09-05 09:17:00","2024-09-05 10:17:00",2,383.85,NaN,19.71,19.31,2.18,12.02,14.02,1.96
178,28,"2024-09-05 09:17:00","2024-09-05 15:17:00",1,567.44,NaN,20.05,21.28,12.04,7.01,17.85,7.16
179,29,"2024-09-05 09:17:00","2024-09-05 13:47:00",1,310.42,NaN,5.91,38.62,3.87,2.31,3.26,1.87
180,30,"2024-09-05 09:17:00","2024-09-05 17:17:00",2,447.27,NaN,67.86,32.54,15.97,9.76,11.58,1.33
181,31,"2024-09-05 09:17:00","2024-09-05 16:17:00",5,574.11,NaN,51.41,125.89,63.9,81.94,96.35,NaN
182,32,"2024-09-05 09:17:00","2024-09-05 16:17:00",5,514.03,NaN,14.74,200.27,23.84,54.92,59.96,6.46
183,33,"2024-09-05 09:17:00","2024-09-05 09:17:00",1,277.04,NaN,17.31,38.62,5.36,NaN,5.47,0.48
184,34,"2024-09-05 09:17:00","2024-09-05 09:17:00",5,2323.15,NaN,69.92,143.05,30.99,162.15,233.73,33.95
185,35,"2024-09-05 09:18:00","2024-09-05 11:48:00",3,614.17,NaN,73.34,127.32,70.57,19.38,43.77,1.25
186,36,"2024-09-05 09:18:00","2024-09-05 15:18:00",1,480.65,NaN,11.31,28.25,4.89,5.85,8.14,3.61
187,37,"2024-09-05 09:18:00","2024-09-05 17:18:00",4,290.39,NaN,20.91,178.81,9.78,27.47,30.46,1.14
188,38,"2024-09-05 09:18:00","2024-09-05 16:18:00",4,514.03,NaN,16.45,158.79,21.22,66.68,NaN,0.26
189,39,"2024-09-05 09:18:00","2024-09-05 16:18:00",4,7156.37,NaN,194.67,3.53,110.63,66.11,76.94,20.27
190,40,"2024-09-05 09:18:00","2024-09-05 16:18:00",4,363.83,NaN,23.31,165.94,23.6,36.14,46.39,1.43
191,41,"2024-09-05 09:18:00","2024-09-05 16:18:00",5,587.46,NaN,13.54,220.3,27.9,116.88,126.15,NaN
192,42,"2024-09-05 09:18:00","2024-09-05 13:48:00",2,460.63,NaN,27.42,15.38,71.53,15.47,17.32,0.5
193,43,"2024-09-05 09:18:00","2024-09-05 11:18:00",2,433.92,NaN,1.95,71.53,2.24,7.89,29.54,5.45
194,44,"2024-09-05 09:18:00","2024-09-05 11:18:00",4,307.08,NaN,14.4,173.09,40.05,17.29,52.28,NaN
195,45,"2024-09-05 09:18:00","2024-09-05 16:18:00",2,317.1,NaN,7.03,95.84,8.46,9.87,12.14,5.32
196,46,"2024-09-05 09:18:00","2024-09-05 11:18:00",5,230.31,NaN,11.48,185.97,56.27,30.35,102.45,NaN
197,47,"2024-09-05 09:18:00","2024-09-05 16:18:00",3,534.06,NaN,73.34,4.43,88.69,24.51,29.69,0.49
198,48,"2024-09-05 09:18:00","2024-09-05 16:18:00",2,567.44,NaN,67.86,27.9,50.07,22.73,31.61,3.45
199,49,"2024-09-05 09:19:00","2024-09-05 16:19:00",1,340.46,NaN,22.28,42.56,8.46,7.95,11.7,2.72
200,50,"2024-09-05 09:19:00","2024-09-05 13:49:00",1,270.37,NaN,2.64,43.99,2.68,2.8,4.35,1.19
201,1,"2024-09-05 12:15:00","2024-09-05 20:15:00",3,453.95,NaN,109.67,NaN,51.5,18.62,23.7,1.11
202,2,"2024-09-05 12:15:00","2024-09-05 16:45:00",5,3337.86,NaN,145.32,23.96,111.58,225.1,270.38,14.06
203,3,"2024-09-05 12:15:00","2024-09-05 19:15:00",4,2056.12,NaN,74.03,NaN,343.32,51.76,71.56,3.42
204,4,"2024-09-05 12:15:00","2024-09-05 17:15:00",2,433.92,NaN,10.54,40.05,2.62,9.89,21.2,7.6
205,5,"2024-09-05 12:15:00","2024-09-05 08:15:00",4,1308.44,NaN,57.58,45.78,20.27,66.35,91.36,11.15
206,6,"2024-09-05 12:15:00","2024-09-05 14:15:00",3,260.35,NaN,3.86,128.75,13.71,11.71,16.07,4.5
207,7,"2024-09-05 12:16:00","2024-09-05 05:16:00",2,467.3,NaN,21.59,0.38,30.99,23.72,27.02,0.02
208,8,"2024-09-05 12:16:00","2024-09-05 19:16:00",5,2243.04,NaN,127.49,NaN,164.03,118.79,165.31,22.04
209,9,"2024-09-05 12:16:00","2024-09-05 16:46:00",2,370.5,NaN,12.85,30.4,9.3,11.16,17.81,2.76
210,10,"2024-09-05 12:16:00","2024-09-05 20:16:00",2,273.71,0,27.08,73.67,14.54,9.37,15.1,0.41
211,11,"2024-09-05 12:16:00","2024-09-05 19:16:00",4,787.74,0,82.94,85.83,125.89,74.79,83.72,6.78
212,12,"2024-09-05 12:16:00","2024-09-05 16:16:00",2,403.88,NaN,7.8,40.77,3.25,15.52,34.4,1.62
213,13,"2024-09-05 12:16:00","2024-09-05 12:16:00",3,1068.12,NaN,6.68,89.41,6.2,29.56,43.67,16.72
214,14,"2024-09-05 12:16:00","2024-09-05 08:16:00",1,514.03,NaN,36.67,12.16,17.88,6.44,13.42,3.64
