"pollution_id","city_id","date_time","local_time","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
991,41,"2024-09-07 08:18:00","2024-09-07 15:18:00",3,380.52,NaN,4.84,120.16,7.03,41.64,50.56,2.88
992,42,"2024-09-07 08:18:00","2024-09-07 12:48:00",3,NaN,NaN,33.93,17.35,83.92,22.43,26.23,0.56
993,43,"2024-09-07 08:18:00","2024-09-07 10:18:00",2,323.77,NaN,1.19,69.38,1.52,3.74,13.01,3.01
994,44,"2024-09-07 08:18:00","2024-09-07 10:18:00",4,343.8,NaN,17.65,155.93,30.52,19.54,67.3,0.31
995,45,"2024-09-07 08:18:00","2024-09-07 15:18:00",5,1695.63,NaN,69.92,35.76,61.99,162.73,185.42,NaN
996,46,"2024-09-07 08:18:00","2024-09-07 10:18:00",3,233.65,NaN,20.91,120.16,43.39,21.85,76.72,0.1
997,47,"2024-09-07 08:18:00","2024-09-07 15:18:00",2,373.84,NaN,38.73,7.78,57.7,11.91,15.66,0.24
998,48,"2024-09-07 08:18:00","2024-09-07 15:18:00",2,547.41,NaN,52.09,1.01,57.22,18.31,22.59,0.87
999,49,"2024-09-07 08:19:00","2024-09-07 15:19:00",1,323.77,NaN,14.74,28.25,10.25,4.09,5.59,0.91
1000,50,"2024-09-07 08:19:00","2024-09-07 12:49:00",1,226.97,NaN,1.41,36.12,1.62,1.94,2.9,1.01
1001,1,"2024-09-07 11:15:00","2024-09-07 19:15:00",2,313.76,0,56.89,49.35,30.52,14.53,22.47,0.27
1002,2,"2024-09-07 11:15:00","2024-09-07 15:45:00",4,1375.2,NaN,81.57,16.81,80.11,65.64,79.98,4.02
1003,3,"2024-09-07 11:15:00","2024-09-07 18:15:00",4,1628.88,NaN,67.17,NaN,274.66,38.35,50.36,1.84
1004,4,"2024-09-07 11:15:00","2024-09-07 16:15:00",3,547.41,NaN,26.39,107.29,11.21,35.9,40.85,5.83
1005,5,"2024-09-07 11:15:00","2024-09-07 07:15:00",2,747.68,NaN,25.36,2.24,9.78,18.34,33.8,3.42
1006,6,"2024-09-07 11:15:00","2024-09-07 13:15:00",3,250.34,NaN,2.23,137.33,15.02,23.23,41.95,3.1
1007,7,"2024-09-07 11:16:00","2024-09-07 04:16:00",1,270.37,NaN,9.6,22.35,9.89,3.91,5.09,0.79
1008,8,"2024-09-07 11:16:00","2024-09-07 18:16:00",5,1735.69,NaN,94.59,0.03,81.06,172.36,206.5,7.54
1009,9,"2024-09-07 11:16:00","2024-09-07 15:46:00",1,320.44,NaN,9.17,24.68,9.66,8.74,13.34,2.47
1010,10,"2024-09-07 11:16:00","2024-09-07 19:16:00",3,433.92,0,54.15,86.55,22.17,35.07,40.12,2.76
1011,11,"2024-09-07 11:16:00","2024-09-07 18:16:00",4,767.71,NaN,63.06,140.19,74.39,65.72,71.5,2.38
1012,12,"2024-09-07 11:16:00","2024-09-07 15:16:00",2,353.81,NaN,6.17,47.21,3.58,12.54,41.49,1.88
1013,13,"2024-09-07 11:16:00","2024-09-07 11:16:00",3,1028.06,NaN,10.71,32.54,5.96,26.04,37.86,13.43
1014,14,"2024-09-07 11:16:00","2024-09-07 07:16:00",3,734.33,NaN,41.13,0.95,14.9,25.79,30.93,2.98
1015,15,"2024-09-07 11:16:00","2024-09-07 15:46:00",5,1455.31,NaN,58.26,24.68,47.21,86.72,111.18,12.79
1016,16,"2024-09-07 11:16:00","2024-09-07 18:16:00",1,273.71,0,6.26,21.1,2.24,1.38,10.78,0.44
1017,17,"2024-09-07 11:16:00","2024-09-07 18:16:00",2,467.3,NaN,43.53,0.39,33.38,13.31,20.23,1.39
1018,18,"2024-09-07 11:16:00","2024-09-07 18:16:00",5,1001.36,NaN,95.96,0.92,50.07,117.74,135.86,4.69
1019,19,"2024-09-07 11:16:00","2024-09-07 15:16:00",4,1028.06,NaN,15.77,153.07,6.32,63.84,70.76,7.98
1020,20,"2024-09-07 11:16:00","2024-09-07 15:46:00",1,230.31,NaN,2.79,31.47,0.31,0.5,0.82,1.35
1021,21,"2024-09-07 11:17:00","2024-09-07 07:17:00",4,974.66,NaN,51.41,6.88,30.28,34.05,111.31,12.16
1022,22,"2024-09-07 11:17:00","2024-09-07 18:17:00",2,580.79,NaN,36.33,0.04,79.16,18.37,25.26,0.97
1023,23,"2024-09-07 11:17:00","2024-09-07 15:47:00",1,300.41,NaN,7.37,39.7,4.23,2.27,5.22,2.41
1024,24,"2024-09-07 11:17:00","2024-09-07 05:17:00",2,527.38,NaN,12.68,0.01,1.31,13.72,17.24,5.26
1025,25,"2024-09-07 11:17:00","2024-09-07 17:17:00",4,3177.64,NaN,91.85,37.19,29.33,55.86,78.85,14.06
1026,26,"2024-09-07 11:17:00","2024-09-07 05:17:00",2,423.91,NaN,29.82,37.19,26.94,21.89,43.94,2.09
1027,27,"2024-09-07 11:17:00","2024-09-07 12:17:00",2,383.85,NaN,24.68,36.48,6.2,11.22,13.51,5.32
1028,28,"2024-09-07 11:17:00","2024-09-07 17:17:00",2,1575.47,38,23.65,0.4,16.69,19.19,38.53,9.37
1029,29,"2024-09-07 11:17:00","2024-09-07 15:47:00",1,297.07,NaN,5.91,38.98,3.25,2.24,3.05,1.88
1030,30,"2024-09-07 11:17:00","2024-09-07 19:17:00",5,1068.12,NaN,130.24,NaN,25.99,88.88,93.93,2.19
1031,31,"2024-09-07 11:17:00","2024-09-07 18:17:00",4,460.63,0,49.35,87.26,50.07,68.49,79.35,0.05
1032,32,"2024-09-07 11:17:00","2024-09-07 18:17:00",5,1068.12,NaN,109.67,59.37,41.01,86.92,106.48,16.97
1033,33,"2024-09-07 11:17:00","2024-09-07 11:17:00",2,323.77,NaN,50.04,42.56,27.42,12.42,13.64,0.33
1034,34,"2024-09-07 11:17:00","2024-09-07 11:17:00",4,974.66,NaN,13.02,177.38,10.85,64.5,105.56,12.41
1035,35,"2024-09-07 11:18:00","2024-09-07 13:48:00",4,410.56,NaN,28.1,165.94,25.51,23.77,70.68,0.78
1036,36,"2024-09-07 11:18:00","2024-09-07 17:18:00",1,614.17,NaN,20.74,8.23,8.82,7.17,10.23,4.43
1037,37,"2024-09-07 11:18:00","2024-09-07 19:18:00",5,370.5,0,24.68,188.83,14.78,55.66,59.28,2.5
1038,38,"2024-09-07 11:18:00","2024-09-07 18:18:00",5,1161.58,NaN,137.09,11.18,76.29,89.87,111.53,4.75
1039,39,"2024-09-07 11:18:00","2024-09-07 18:18:00",3,5928.04,NaN,67.86,0.07,79.16,44.36,54.75,14.06
1040,40,"2024-09-07 11:18:00","2024-09-07 18:18:00",2,313.76,0,27.76,82.97,19.55,13.09,22.11,3.33
1041,41,"2024-09-07 11:18:00","2024-09-07 18:18:00",3,400.54,0,8.14,104.43,8.94,43.59,52.49,5.57
1042,42,"2024-09-07 11:18:00","2024-09-07 15:48:00",2,413.9,NaN,19.54,31.11,66.76,15.9,19.69,0.39
1043,43,"2024-09-07 11:18:00","2024-09-07 13:18:00",2,283.72,NaN,0.84,60.8,1.1,2.6,11.37,1.96
1044,44,"2024-09-07 11:18:00","2024-09-07 13:18:00",4,267.03,NaN,7.8,167.37,9.78,12.8,34.3,0.07
1045,45,"2024-09-07 11:18:00","2024-09-07 18:18:00",5,1308.44,NaN,95.96,0.01,61.04,167.66,193.05,0.67
1046,46,"2024-09-07 11:18:00","2024-09-07 13:18:00",4,220.3,NaN,8.05,168.8,33.85,30.14,85.6,NaN
1047,47,"2024-09-07 11:18:00","2024-09-07 18:18:00",2,410.56,NaN,40.78,0.1,61.04,11.31,15.39,0.4
1048,48,"2024-09-07 11:18:00","2024-09-07 18:18:00",2,520.71,NaN,49.35,0.02,44.82,19.79,25.76,0.94
1049,49,"2024-09-07 11:18:00","2024-09-07 18:18:00",1,340.46,NaN,19.71,20.74,9.66,5.03,7.82,1.28
1050,50,"2024-09-07 11:19:00","2024-09-07 15:49:00",1,243.66,NaN,3.09,29.68,2.27,2.47,3.79,1.55
1051,1,"2024-09-07 14:15:00","2024-09-07 22:15:00",3,353.81,NaN,76.08,11.98,28.61,17.4,22.43,0.51
1052,2,"2024-09-07 14:15:00","2024-09-07 18:45:00",5,2082.82,NaN,63.06,0.2,40.05,100.33,167.39,17.73
1053,3,"2024-09-07 14:15:00","2024-09-07 21:15:00",4,1642.23,NaN,62.38,NaN,255.59,42.6,57.32,2.01
1054,4,"2024-09-07 14:15:00","2024-09-07 19:15:00",3,507.36,0,6.94,104.43,2.92,35.88,49.28,7.03
1055,5,"2024-09-07 14:15:00","2024-09-07 10:15:00",3,667.57,NaN,16.28,135.9,13.83,31.87,54.38,8.04
1056,6,"2024-09-07 14:15:00","2024-09-07 16:15:00",4,243.66,NaN,2.91,141.62,11.8,16.8,28.07,4.18
1057,7,"2024-09-07 14:16:00","2024-09-07 07:16:00",1,500.68,NaN,23.65,1.81,11.44,7.68,11.17,1.74
1058,8,"2024-09-07 14:16:00","2024-09-07 21:16:00",5,2964.02,NaN,93.22,NaN,144.96,286.06,353.26,21.79
1059,9,"2024-09-07 14:16:00","2024-09-07 18:46:00",2,343.8,NaN,11.31,21.46,9.66,10.07,15.23,3.04
1060,10,"2024-09-07 14:16:00","2024-09-07 22:16:00",3,397.21,NaN,54.84,26.46,18.84,29.6,34.35,2.15
1061,11,"2024-09-07 14:16:00","2024-09-07 21:16:00",5,1214.98,0,75.4,55.08,60.08,99.93,116.24,9.88
1062,12,"2024-09-07 14:16:00","2024-09-07 18:16:00",2,567.44,NaN,22.28,18.06,5.01,16.27,37.91,4.31
1063,13,"2024-09-07 14:16:00","2024-09-07 14:16:00",2,867.84,NaN,9.94,32.19,4.89,18.68,28.64,12.03
1064,14,"2024-09-07 14:16:00","2024-09-07 10:16:00",2,680.92,NaN,30.16,25.39,11.44,19.89,26.85,1.92
1065,15,"2024-09-07 14:16:00","2024-09-07 18:46:00",5,2777.1,NaN,80.88,NaN,72.48,169.81,244.35,37.49
1066,16,"2024-09-07 14:16:00","2024-09-07 21:16:00",2,333.79,0,NaN,11.62,3.99,3.68,20.42,2.57
1067,17,"2024-09-07 14:16:00","2024-09-07 21:16:00",2,473.98,NaN,38.73,0.55,32.42,14.14,23.43,1.38
1068,18,"2024-09-07 14:16:00","2024-09-07 21:16:00",5,1228.33,NaN,69.92,NaN,46.73,114.48,141.42,6.08
1069,19,"2024-09-07 14:16:00","2024-09-07 18:16:00",4,1815.8,NaN,65.12,17.35,6.68,71.29,92.06,18.24
1070,20,"2024-09-07 14:16:00","2024-09-07 18:46:00",1,267.03,NaN,6.68,23.25,0.67,0.98,NaN,2.53
1071,21,"2024-09-07 14:17:00","2024-09-07 10:17:00",5,1415.25,NaN,100.08,197.41,40.53,95.07,184.34,10.51
1072,22,"2024-09-07 14:17:00","2024-09-07 21:17:00",3,640.87,NaN,34.62,0.04,80.11,23.25,31.35,0.86
1073,23,"2024-09-07 14:17:00","2024-09-07 18:47:00",3,1001.36,NaN,48.67,1.12,17.88,25.91,45.53,10.51
1074,24,"2024-09-07 14:17:00","2024-09-07 08:17:00",2,761.03,NaN,19.02,5.41,3.01,16.03,21.97,4.05
1075,25,"2024-09-07 14:17:00","2024-09-07 20:17:00",5,9613.04,NaN,126.12,NaN,59.61,234.38,333.5,48.64
1076,26,"2024-09-07 14:17:00","2024-09-07 08:17:00",3,947.95,NaN,62.38,9.74,46.25,46.56,74.04,7.85
1077,27,"2024-09-07 14:17:00","2024-09-07 15:17:00",2,273.71,NaN,11.82,81.54,3.07,3.78,4.79,2.72
1078,28,"2024-09-07 14:17:00","2024-09-07 20:17:00",3,1895.91,NaN,21.94,NaN,19.07,36.29,66.58,10.51
1079,29,"2024-09-07 14:17:00","2024-09-07 18:47:00",1,380.52,NaN,11.82,27.54,5.9,5.29,7.64,3.23
1080,30,"2024-09-07 14:17:00","2024-09-07 22:17:00",5,1522.06,NaN,104.19,NaN,29.8,108.78,115.27,2.5
1081,31,"2024-09-07 14:17:00","2024-09-07 21:17:00",4,410.56,0,33.93,66.52,36.72,57.04,67.8,3.52
1082,32,"2024-09-07 14:17:00","2024-09-07 21:17:00",5,1482.01,NaN,119.27,12.7,45.3,162.76,200.95,28.88
1083,33,"2024-09-07 14:17:00","2024-09-07 14:17:00",2,277.04,NaN,24.33,76.53,11.33,10.44,11.08,0.8
1084,34,"2024-09-07 14:17:00","2024-09-07 14:17:00",2,NaN,NaN,6.77,80.82,2.89,20.12,43.22,3.14
1085,35,"2024-09-07 14:18:00","2024-09-07 16:48:00",3,447.27,NaN,43.53,105.86,21.46,19.7,73.5,1.11
1086,36,"2024-09-07 14:18:00","2024-09-07 20:18:00",2,714.3,NaN,20.91,1.15,11.68,13.66,20.49,6.08
1087,37,"2024-09-07 14:18:00","2024-09-07 22:18:00",3,313.76,0,29.13,65.09,11.92,29.42,32.64,2.57
1088,38,"2024-09-07 14:18:00","2024-09-07 21:18:00",5,1949.31,NaN,116.53,NaN,95.37,144.04,182.72,8.99
1089,39,"2024-09-07 14:18:00","2024-09-07 21:18:00",4,6301.88,NaN,66.49,NaN,75.34,72.23,89.74,15.71
1090,40,"2024-09-07 14:18:00","2024-09-07 21:18:00",1,320.44,0,22.28,56.51,19.55,8.62,17.7,3.42
1091,41,"2024-09-07 14:18:00","2024-09-07 21:18:00",3,407.22,0,8.14,88.69,10.25,37.81,45.51,6.21
1092,42,"2024-09-07 14:18:00","2024-09-07 18:48:00",2,373.84,NaN,19.71,8.14,43.87,11.08,13.93,1.06
1093,43,"2024-09-07 14:18:00","2024-09-07 16:18:00",1,287.06,NaN,1.26,50.07,1.04,3.14,13.86,1.93
1094,44,"2024-09-07 14:18:00","2024-09-07 16:18:00",3,327.11,NaN,15.42,137.33,6.86,13.3,36.05,0.54
1095,45,"2024-09-07 14:18:00","2024-09-07 21:18:00",5,2323.15,NaN,83.63,NaN,69.62,231.55,273.67,9.75
1096,46,"2024-09-07 14:18:00","2024-09-07 16:18:00",3,253.68,NaN,29.13,114.44,45.78,27.52,87.72,0.31
1097,47,"2024-09-07 14:18:00","2024-09-07 21:18:00",2,400.54,NaN,34.27,1.4,55.31,11.17,15.48,0.28
1098,48,"2024-09-07 14:18:00","2024-09-07 21:18:00",2,500.68,NaN,42.16,0.01,42.44,18.67,29.37,1.12
1099,49,"2024-09-07 14:19:00","2024-09-07 21:19:00",1,380.52,NaN,23.31,14.84,12.04,8.72,13.56,1.43
1100,50,"2024-09-07 14:19:00","2024-09-07 18:49:00",1,287.06,NaN,6.94,16.27,3.49,4.21,6.82,2.34
1101,1,"2024-09-07 17:15:00","2024-09-08 01:15:00",3,373.84,NaN,68.55,0.03,19.07,27.65,32.28,1.57
1102,2,"2024-09-07 17:15:00","2024-09-07 21:45:00",5,4005.43,NaN,54.15,NaN,54.84,248.02,382.14,26.6
1103,3,"2024-09-07 17:15:00","2024-09-08 00:15:00",4,2109.53,NaN,58.26,NaN,305.18,58.59,75.51,0.33
1104,4,"2024-09-07 17:15:00","2024-09-07 22:15:00",3,567.44,0,8.4,45.78,1.83,27.48,53.57,9.37
1105,5,"2024-09-07 17:15:00","2024-09-07 13:15:00",4,614.17,NaN,5.06,153.07,4.77,38.53,46.88,5.07
1106,6,"2024-09-07 17:15:00","2024-09-07 19:15:00",3,NaN,0,4.93,131.61,10.61,12.67,20.37,7.98
1107,7,"2024-09-07 17:16:00","2024-09-07 10:16:00",1,253.68,NaN,5.23,55.79,9.42,1.79,2.32,0.4
1108,8,"2024-09-07 17:16:00","2024-09-08 00:16:00",5,2857.21,NaN,86.37,NaN,139.24,310.37,373.81,27.36
1109,9,"2024-09-07 17:16:00","2024-09-07 21:46:00",1,307.08,NaN,8.82,25.39,10.01,8.75,12.78,2.44
1110,10,"2024-09-07 17:16:00","2024-09-08 01:16:00",2,307.08,NaN,31.87,17.17,10.01,17.65,21.55,1.58
1111,11,"2024-09-07 17:16:00","2024-09-08 00:16:00",5,1201.63,NaN,69.92,13.59,41.01,100.96,121.22,14.69
1112,12,"2024-09-07 17:16:00","2024-09-07 21:16:00",2,634.19,NaN,21.25,13.59,5.36,19.43,38.51,5.95
1113,13,"2024-09-07 17:16:00","2024-09-07 17:16:00",3,1228.33,NaN,17.82,27.9,7.03,32.09,51.5,18.75
1114,14,"2024-09-07 17:16:00","2024-09-07 13:16:00",2,433.92,NaN,13.2,80.82,14.19,15.5,21.83,0.97
1115,15,"2024-09-07 17:16:00","2024-09-07 21:46:00",5,4005.43,NaN,52.78,NaN,51.5,260.54,359.3,18.24
1116,16,"2024-09-07 17:16:00","2024-09-08 00:16:00",2,487.33,NaN,16.11,8.05,3.61,8.22,21.13,4.37
1117,17,"2024-09-07 17:16:00","2024-09-08 00:16:00",2,467.3,NaN,40.44,0.37,33.85,17.87,27.6,1.22
1118,18,"2024-09-07 17:16:00","2024-09-08 00:16:00",5,1028.06,NaN,62.38,NaN,40.05,98.35,118.55,3.1
1119,19,"2024-09-07 17:16:00","2024-09-07 21:16:00",5,2857.21,NaN,67.86,NaN,13.47,113.22,154.26,35.47
1120,20,"2024-09-07 17:16:00","2024-09-07 21:46:00",1,283.72,NaN,7.03,21.1,0.78,1.8,3.57,2.53
1121,21,"2024-09-07 17:16:00","2024-09-07 13:16:00",5,1161.58,NaN,35.64,389.1,25.99,106.79,178.34,7.98
1122,22,"2024-09-07 17:17:00","2024-09-08 00:17:00",2,NaN,NaN,34.96,0.09,75.34,17.1,22.2,0.27
1123,23,"2024-09-07 17:17:00","2024-09-07 21:47:00",5,2777.1,NaN,82.25,NaN,34.33,121.28,155.83,12.16
1124,24,"2024-09-07 17:17:00","2024-09-07 11:17:00",1,387.19,NaN,3.81,50.78,0.89,2.53,3.29,0.93
1125,25,"2024-09-07 17:17:00","2024-09-07 23:17:00",5,12710.57,NaN,113.79,NaN,55.31,355.3,501.91,37.49
1126,26,"2024-09-07 17:17:00","2024-09-07 11:17:00",3,467.3,NaN,22.28,54.36,18.36,29.18,58.78,10.39
1127,27,"2024-09-07 17:17:00","2024-09-07 18:17:00",2,287.06,NaN,13.2,79.39,2.41,3.29,4.21,1.47
1128,28,"2024-09-07 17:17:00","2024-09-07 23:17:00",2,487.33,NaN,16.97,3.62,9.66,6.11,21.28,7.28
1129,29,"2024-09-07 17:17:00","2024-09-07 21:47:00",1,370.5,NaN,10.97,23.25,5.78,5.7,9.09,2.98
1130,30,"2024-09-07 17:17:00","2024-09-08 01:17:00",5,1388.55,NaN,69.23,NaN,13.71,117.64,120.15,0.87
1131,31,"2024-09-07 17:17:00","2024-09-08 00:17:00",3,413.9,NaN,57.58,6.97,46.73,41.46,51.89,2.82
1132,32,"2024-09-07 17:17:00","2024-09-08 00:17:00",5,1241.68,NaN,69.23,5.9,23.37,137.38,167.19,11.15
1133,33,"2024-09-07 17:17:00","2024-09-07 17:17:00",2,260.35,NaN,13.88,94.41,4.59,7.45,8.04,1.43
1134,34,"2024-09-07 17:17:00","2024-09-07 17:17:00",2,480.65,NaN,8.23,50.78,1.97,14.53,32.6,2.19
1135,35,"2024-09-07 17:17:00","2024-09-07 19:47:00",3,360.49,0,42.84,87.98,25.51,19.33,73.21,1.25
1136,36,"2024-09-07 17:18:00","2024-09-07 23:18:00",2,554.09,NaN,16.45,5.28,7.63,10.39,15.52,5.19
1137,37,"2024-09-07 17:18:00","2024-09-08 01:18:00",2,287.06,0,30.16,34.69,12.4,21.86,25.4,6.9
1138,38,"2024-09-07 17:18:00","2024-09-08 00:18:00",5,2029.42,NaN,168.62,NaN,205.99,140.17,172.34,4.31
1139,39,"2024-09-07 17:18:00","2024-09-08 00:18:00",3,3364.56,NaN,37.36,NaN,24.56,46.74,60.76,3.96
1140,40,"2024-09-07 17:18:00","2024-09-08 00:18:00",2,337.12,0,28.79,28.61,19.07,11.68,21.24,4.05
1141,41,"2024-09-07 17:18:00","2024-09-08 00:18:00",3,420.57,0,8.4,75.1,12.99,38.33,46.48,5.89
1142,42,"2024-09-07 17:18:00","2024-09-07 21:48:00",2,413.9,NaN,21.42,6.26,46.73,14.3,16.79,1.17
1143,43,"2024-09-07 17:18:00","2024-09-07 19:18:00",1,313.76,0,2.29,42.2,1.21,4.07,15.16,2.53
1144,44,"2024-09-07 17:18:00","2024-09-07 19:18:00",3,370.5,0,19.88,104.43,8.46,13.52,38.98,0.71
1145,45,"2024-09-07 17:18:00","2024-09-08 00:18:00",5,2643.59,NaN,69.23,NaN,67.71,269.22,317.39,18.75
1146,46,"2024-09-07 17:18:00","2024-09-07 19:18:00",3,307.08,0,48.67,49.35,41.49,23.17,83.72,1.39
1147,47,"2024-09-07 17:18:00","2024-09-08 00:18:00",2,323.77,NaN,28.1,6.8,44.82,8.1,11.17,0.02
1148,48,"2024-09-07 17:18:00","2024-09-08 00:18:00",2,NaN,NaN,42.16,0.01,41.49,20.83,31.86,1.03
1149,49,"2024-09-07 17:18:00","2024-09-08 00:18:00",2,383.85,NaN,22.62,12.52,12.16,12.34,17.72,1.46
1150,50,"2024-09-07 17:19:00","2024-09-07 21:49:00",1,303.75,NaN,7.71,13.95,4.95,5.96,9.16,2.63
1151,1,"2024-09-08 09:37:00","2024-09-08 17:37:00",4,547.41,0,115.16,82.25,79.16,59.85,64.43,1.65
1152,2,"2024-09-08 09:37:00","2024-09-08 14:07:00",5,1348.5,NaN,54.84,54.36,22.17,137.83,151.69,NaN
1153,3,"2024-09-08 09:37:00","2024-09-08 16:37:00",3,1081.47,NaN,53.47,2.53,177.38,19.51,27.53,1.71
1154,4,"2024-09-08 09:37:00","2024-09-08 14:37:00",3,373.84,NaN,3.38,118.73,3.49,19.32,22.97,4.37
1155,5,"2024-09-08 09:37:00","2024-09-08 05:37:00",4,947.95,NaN,33.24,16.63,7.45,69.28,86.65,5.38
1156,6,"2024-09-08 09:37:00","2024-09-08 11:37:00",4,236.99,NaN,2.27,143.05,14.31,19.42,37.43,4.12
1157,7,"2024-09-08 09:37:00","2024-09-08 02:37:00",2,230.31,0,7.45,48.64,21.7,4.07,4.65,0.23
1158,8,"2024-09-08 09:37:00","2024-09-08 16:37:00",5,1174.93,NaN,87.74,0.65,89.65,99.47,124.77,4.5
1159,9,"2024-09-08 09:37:00","2024-09-08 14:07:00",2,330.45,NaN,7.63,32.9,10.37,10.17,15.15,2.95
1160,10,"2024-09-08 09:37:00","2024-09-08 17:37:00",4,270.37,0,12.85,147.34,9.89,23.16,24.52,0.25
1161,11,"2024-09-08 09:37:00","2024-09-08 16:37:00",3,500.68,NaN,36.67,105.86,37.19,19.39,22.02,2.82
1162,12,"2024-09-08 09:38:00","2024-09-08 13:38:00",2,357.15,NaN,5.74,50.07,3.87,11.18,33.78,1.9
1163,13,"2024-09-08 09:38:00","2024-09-08 09:38:00",3,1188.28,NaN,7.03,86.55,6.44,39.52,57.48,16.97
1164,14,"2024-09-08 09:38:00","2024-09-08 05:38:00",2,400.54,NaN,25.71,26.82,7.87,19.12,23.28,1.55
1165,15,"2024-09-08 09:38:00","2024-09-08 14:08:00",3,834.47,NaN,43.87,29.68,55.31,39.09,46.76,8.87
1166,16,"2024-09-08 09:38:00","2024-09-08 16:38:00",1,283.72,NaN,9.17,25.03,2.74,2.16,12.38,0.74
1167,17,"2024-09-08 09:38:00","2024-09-08 16:38:00",2,594.14,NaN,60.32,1.34,37.19,22.34,28.84,1.71
1168,18,"2024-09-08 09:38:00","2024-09-08 16:38:00",4,514.03,NaN,57.58,91.55,47.21,72.34,82.03,0.52
1169,19,"2024-09-08 09:38:00","2024-09-08 13:38:00",4,814.44,NaN,6.6,175.95,4.59,65.43,71.8,6.84
1170,20,"2024-09-08 09:38:00","2024-09-08 14:08:00",1,213.62,NaN,2.4,29.68,0.27,0.5,0.79,1.12
1171,21,"2024-09-08 09:38:00","2024-09-08 05:38:00",3,634.19,NaN,26.73,0.84,9.78,21.81,50.68,4.56
1172,22,"2024-09-08 09:38:00","2024-09-08 16:38:00",4,1121.52,NaN,83.63,1.22,158.31,67.06,78.5,0.31
1173,23,"2024-09-08 09:38:00","2024-09-08 14:08:00",1,370.5,NaN,15.08,23.96,7.33,4.22,9.12,4.31
1174,24,"2024-09-08 09:38:00","2024-09-08 03:38:00",1,NaN,NaN,8.23,0.87,0.51,5.27,6.61,1.33
1175,25,"2024-09-08 09:38:00","2024-09-08 15:38:00",3,1815.8,NaN,48.67,66.52,20.03,36.38,48.4,8.04
1176,26,"2024-09-08 09:39:00","2024-09-08 03:39:00",2,373.84,NaN,23.31,40.41,19.79,20.11,41.27,2.41
1177,27,"2024-09-08 09:39:00","2024-09-08 10:39:00",2,260.35,NaN,5.4,67.95,0.86,1.39,2.08,0.74
1178,28,"2024-09-08 09:39:00","2024-09-08 15:39:00",2,881.2,NaN,22.96,6.62,17.64,11.5,20.95,9.88
1179,29,"2024-09-08 09:39:00","2024-09-08 14:09:00",1,320.44,NaN,9.25,25.75,5.07,3.92,5.5,2.5
1180,30,"2024-09-08 09:39:00","2024-09-08 17:39:00",5,741.01,NaN,101.45,118.73,23.6,77.56,81.74,1.05
1181,31,"2024-09-08 09:39:00","2024-09-08 16:39:00",3,340.46,NaN,41.81,113.01,46.73,26.77,34.1,3.07
1182,32,"2024-09-08 09:39:00","2024-09-08 16:39:00",5,707.63,NaN,32.22,203.13,49.11,72.88,78.24,2.53
1183,33,"2024-09-08 09:39:00","2024-09-08 09:39:00",1,NaN,NaN,9.94,55.08,5.66,2.07,2.64,0.5
1184,34,"2024-09-08 09:39:00","2024-09-08 09:39:00",4,1241.68,NaN,36.67,77.25,16.93,63.04,116.45,19.76
1185,35,"2024-09-08 09:39:00","2024-09-08 12:09:00",3,447.27,NaN,37.01,137.33,35.29,24.7,76.49,0.86
1186,36,"2024-09-08 09:39:00","2024-09-08 15:39:00",2,707.63,NaN,20.74,22.35,9.54,11.11,14.46,4.43
1187,37,"2024-09-08 09:39:00","2024-09-08 17:39:00",4,297.07,0,25.02,177.38,15.5,35.79,37.76,1.22
1188,38,"2024-09-08 09:39:00","2024-09-08 16:39:00",4,554.09,NaN,70.6,130.18,68.67,62.16,75.77,1.22
1189,39,"2024-09-08 09:39:00","2024-09-08 16:39:00",4,4859.92,NaN,111.04,NaN,63.9,51.36,61.03,9.25
1190,40,"2024-09-08 09:40:00","2024-09-08 16:40:00",2,273.71,NaN,21.76,62.94,13.59,4.83,9.93,2.31
1191,41,"2024-09-08 09:40:00","2024-09-08 16:40:00",3,287.06,NaN,6.94,115.87,6.44,31.41,35.83,3.1
1192,42,"2024-09-08 09:40:00","2024-09-08 14:10:00",2,387.19,NaN,16.45,40.41,62.94,20.82,24.93,0.02
1193,43,"2024-09-08 09:40:00","2024-09-08 11:40:00",2,333.79,NaN,1.37,60.08,1.71,4.54,15.91,3.45
1194,44,"2024-09-08 09:40:00","2024-09-08 11:40:00",4,263.69,NaN,8.65,145.91,11.8,12.55,37.73,0.33
1195,45,"2024-09-08 09:40:00","2024-09-08 16:40:00",5,834.47,NaN,94.59,41.13,82.97,83.35,103.74,8.74
1196,46,"2024-09-08 09:40:00","2024-09-08 11:40:00",4,236.99,NaN,21.08,151.63,54.36,28.7,82.24,NaN
1197,47,"2024-09-08 09:40:00","2024-09-08 16:40:00",4,907.9,NaN,80.88,0.56,137.33,52.71,61.11,NaN
1198,48,"2024-09-08 09:40:00","2024-09-08 16:40:00",2,640.87,NaN,66.49,0.13,47.68,24.48,31.61,1.98
1199,49,"2024-09-08 09:40:00","2024-09-08 16:40:00",2,473.98,NaN,33.59,22.35,17.64,18.13,21.85,1.54
1200,50,"2024-09-08 09:40:00","2024-09-08 14:10:00",1,226.97,NaN,2.79,33.62,2.65,2.87,3.94,1.39
1201,1,"2024-09-08 12:15:00","2024-09-08 20:15:00",4,NaN,0,91.85,51.5,46.25,65.19,69.94,1.68
